delta_e,year,month,day,precip
18.51,1970,3,21.2083333333,38.4
19.56,1970,3,21.25,38.4
20.25,1970,3,21.2916666667,38.4
20.13,1970,3,21.3333333333,38.4
20.01,1970,3,21.375,38.4
19.92,1970,3,21.4166666667,38.4
19.8,1970,3,21.4583333333,38.4
19.65,1970,3,21.5,38.4
19.62,1970,3,21.5416666667,38.48
21.84,1970,3,21.5833333333,39.16
24.18,1970,3,21.625,40.71
24.03,1970,3,21.6666666667,41.95
24.09,1970,3,21.7083333333,42.23
23.97,1970,3,21.75,42.48
21.9,1970,3,21.7916666667,42.71
27.87,1970,3,21.8333333333,44.86
32.91,1970,3,21.875,45.54
32.67,1970,3,21.9166666667,45.89
29.55,1970,3,21.9583333333,46.0
27.69,1970,3,22.0,46.0
24.6,1970,3,22.0416666667,46.0
23.64,1970,3,22.0833333333,46.0
23.04,1970,3,22.125,46.0
21.87,1970,3,22.1666666667,46.0
19.59,1970,3,22.2083333333,46.0
16.23,1970,3,22.25,46.0
11.37,1970,3,22.2916666667,46.0
4.74,1970,3,22.3333333333,46.0
-0.12,1970,3,22.375,46.0
-5.58,1970,3,22.4166666667,46.0
-9.6,1970,3,22.4583333333,46.0
-13.47,1970,3,22.5,46.0
-18.0,1970,3,22.5416666667,46.0
-22.38,1970,3,22.5833333333,46.0
-26.01,1970,3,22.625,46.0
-28.74,1970,3,22.6666666667,46.0
-29.58,1970,3,22.7083333333,46.0
-31.53,1970,3,22.75,46.0
-32.76,1970,3,22.7916666667,46.0
-33.78,1970,3,22.8333333333,46.0
-34.5,1970,3,22.875,46.0
-34.71,1970,3,22.9166666667,46.0
-34.89,1970,3,22.9583333333,46.0
-34.95,1970,3,23.0,46.0
-34.65,1970,3,23.0416666667,46.0
-34.29,1970,3,23.0833333333,46.0
-33.99,1970,3,23.125,46.0
-33.69,1970,3,23.1666666667,46.0
-33.24,1970,3,23.2083333333,46.0
-32.46,1970,3,23.25,46.0
-30.9,1970,3,23.2916666667,46.0
-29.1,1970,3,23.3333333333,46.0
-27.3,1970,3,23.375,46.0
-25.5,1970,3,23.4166666667,46.0
-24.12,1970,3,23.4583333333,46.0
-23.13,1970,3,23.5,46.0
-22.32,1970,3,23.5416666667,46.0
-21.63,1970,3,23.5833333333,46.0
-21.48,1970,3,23.625,46.0
-21.12,1970,3,23.6666666667,46.0
-20.94,1970,3,23.7083333333,46.0
-20.76,1970,3,23.75,46.0
-20.67,1970,3,23.7916666667,46.0
-20.58,1970,3,23.8333333333,46.0
-20.58,1970,3,23.875,46.0
-19.62,1970,3,23.9166666667,46.0
-18.63,1970,3,23.9583333333,46.0
-17.76,1970,3,24.0,46.0
-16.95,1970,3,24.0416666667,46.0
-16.14,1970,3,24.0833333333,46.0
-15.27,1970,3,24.125,46.0
-14.1,1970,3,24.1666666667,46.0
-13.29,1970,3,24.2083333333,46.0
-12.42,1970,3,24.25,46.0
-11.64,1970,3,24.2916666667,46.0
-11.04,1970,3,24.3333333333,46.0
-10.59,1970,3,24.375,46.0
-10.23,1970,3,24.4166666667,46.0
-9.99,1970,3,24.4583333333,46.0
-9.69,1970,3,24.5,46.0
-9.51,1970,3,24.5416666667,46.0
-9.21,1970,3,24.5833333333,46.0
-8.91,1970,3,24.625,46.0
-8.67,1970,3,24.6666666667,46.0
-8.31,1970,3,24.7083333333,46.0
-8.01,1970,3,24.75,46.0
-7.68,1970,3,24.7916666667,46.0
-7.35,1970,3,24.8333333333,46.0
-7.02,1970,3,24.875,46.0
-6.72,1970,3,24.9166666667,46.0
-6.36,1970,3,24.9583333333,46.0
-6.03,1970,3,25.0,46.0
-5.64,1970,3,25.0416666667,46.0
-5.31,1970,3,25.0833333333,46.0
-4.89,1970,3,25.125,46.0
-4.38,1970,3,25.1666666667,46.0
-3.9,1970,3,25.2083333333,46.0
-3.45,1970,3,25.25,46.0
-3.12,1970,3,25.2916666667,46.0
-2.79,1970,3,25.3333333333,46.0
-2.52,1970,3,25.375,46.0
-2.22,1970,3,25.4166666667,46.0
-1.95,1970,3,25.4583333333,46.0
-1.65,1970,3,25.5,46.0
-1.41,1970,3,25.5416666667,46.0
-1.44,1970,3,25.5833333333,46.0
-1.35,1970,3,25.625,46.0
-1.32,1970,3,25.6666666667,46.0
-1.17,1970,3,25.7083333333,46.0
-1.11,1970,3,25.75,46.0
-1.05,1970,3,25.7916666667,46.0
-0.96,1970,3,25.8333333333,46.0
-0.84,1970,3,25.875,46.0
-0.75,1970,3,25.9166666667,46.0
-0.63,1970,3,25.9583333333,46.0
-0.42,1970,3,26.0,46.0
-0.54,1970,3,26.0416666667,46.0
-0.45,1970,3,26.0833333333,46.0
-0.42,1970,3,26.125,46.0
-0.3,1970,3,26.1666666667,46.0
-0.21,1970,3,26.2083333333,46.0
-0.12,1970,3,26.25,46.0
-0.03,1970,3,26.2916666667,46.0
0.09,1970,3,26.3333333333,46.0
0.21,1970,3,26.375,46.0
0.27,1970,3,26.4166666667,46.0
0.36,1970,3,26.4583333333,46.0
0.48,1970,3,26.5,46.0
0.54,1970,3,26.5416666667,46.0
0.84,1970,3,26.5833333333,46.0
0.66,1970,3,26.625,46.0
0.69,1970,3,26.6666666667,46.0
0.69,1970,3,26.7083333333,46.0
0.75,1970,3,26.75,46.0
0.75,1970,3,26.7916666667,46.0
0.75,1970,3,26.8333333333,46.0
0.81,1970,3,26.875,46.0
0.81,1970,3,26.9166666667,46.0
0.81,1970,3,26.9583333333,46.0
0.87,1970,3,27.0,46.0
0.87,1970,3,27.0416666667,46.0
0.9,1970,3,27.0833333333,46.0
0.9,1970,3,27.125,46.0
0.93,1970,3,27.1666666667,46.0
0.96,1970,3,27.2083333333,46.0
0.96,1970,3,27.25,46.0
0.96,1970,3,27.2916666667,46.0
1.11,1970,3,27.3333333333,46.0
1.41,1970,3,27.375,46.0
1.44,1970,3,27.4166666667,46.0
1.41,1970,3,27.4583333333,46.0
1.41,1970,3,27.5,46.0
1.41,1970,3,27.5416666667,46.0
1.77,1970,3,27.5833333333,46.0
1.83,1970,3,27.625,46.0
1.86,1970,3,27.6666666667,46.0
1.83,1970,3,27.7083333333,46.0
1.74,1970,3,27.75,46.0
1.71,1970,3,27.7916666667,46.0
1.71,1970,3,27.8333333333,46.0
1.68,1970,3,27.875,46.0
1.68,1970,3,27.9166666667,46.0
1.65,1970,3,27.9583333333,46.0
1.65,1970,3,28.0,46.0
1.68,1970,3,28.0416666667,46.0
1.77,1970,3,28.0833333333,46.01
1.83,1970,3,28.125,46.18
1.92,1970,3,28.1666666667,46.41
1.98,1970,3,28.2083333333,46.64
2.85,1970,3,28.25,47.13
3.51,1970,3,28.2916666667,47.64
4.11,1970,3,28.3333333333,48.11
5.04,1970,3,28.375,48.32
6.39,1970,3,28.4166666667,48.72
7.83,1970,3,28.4583333333,49.12
9.09,1970,3,28.5,49.95
9.84,1970,3,28.5416666667,50.0
10.23,1970,3,28.5833333333,50.0
10.26,1970,3,28.625,50.0
10.08,1970,3,28.6666666667,50.0
9.87,1970,3,28.7083333333,50.0
9.66,1970,3,28.75,50.0
9.42,1970,3,28.7916666667,50.0
9.15,1970,3,28.8333333333,50.0
8.64,1970,3,28.875,50.0
8.13,1970,3,28.9166666667,50.0
7.98,1970,3,28.9583333333,50.0
7.89,1970,3,29.0,50.3
8.67,1970,3,29.0416666667,50.4
9.12,1970,3,29.0833333333,50.4
10.38,1970,3,29.125,50.4
12.03,1970,3,29.1666666667,50.4
13.89,1970,3,29.2083333333,50.4
15.57,1970,3,29.25,50.4
16.95,1970,3,29.2916666667,50.4
17.91,1970,3,29.3333333333,50.4
18.03,1970,3,29.375,50.4
18.15,1970,3,29.4166666667,50.4
18.24,1970,3,29.4583333333,50.4
17.88,1970,3,29.5,50.4
17.28,1970,3,29.5416666667,50.4
16.59,1970,3,29.5833333333,50.4
15.72,1970,3,29.625,50.4
14.73,1970,3,29.6666666667,50.4
13.56,1970,3,29.7083333333,50.4
12.45,1970,3,29.75,50.4
11.34,1970,3,29.7916666667,50.4
9.99,1970,3,29.8333333333,50.4
9.12,1970,3,29.875,50.4
8.94,1970,3,29.9166666667,50.4
8.79,1970,3,29.9583333333,50.4
8.82,1970,3,30.0,50.4
8.49,1970,3,30.0416666667,50.4
8.31,1970,3,30.0833333333,50.4
8.19,1970,3,30.125,50.4
8.64,1970,3,30.1666666667,50.93
9.51,1970,3,30.2083333333,52.09
9.9,1970,3,30.25,52.33
12.66,1970,3,30.2916666667,52.81
15.87,1970,3,30.3333333333,53.2
16.5,1970,3,30.375,53.2
14.16,1970,3,30.4166666667,53.2
11.55,1970,3,30.4583333333,53.2
9.3,1970,3,30.5,53.2
7.92,1970,3,30.5416666667,53.2
7.02,1970,3,30.5833333333,53.2
7.11,1970,3,30.625,53.2
15.78,1970,3,30.6666666667,55.5
28.23,1970,3,30.7083333333,59.13
35.88,1970,3,30.75,59.43
38.43,1970,3,30.7916666667,59.91
47.22,1970,3,30.8333333333,60.5
75.15,1970,3,30.875,60.7
94.65,1970,3,30.9166666667,60.87
100.95,1970,3,30.9583333333,61.08
99.03,1970,3,31.0,61.36
96.72,1970,3,31.0416666667,62.1
92.37,1970,3,31.0833333333,63.51
94.95,1970,3,31.125,64.8
81.27,1970,3,31.1666666667,64.8
66.57,1970,3,31.2083333333,64.8
56.22,1970,3,31.25,64.8
49.38,1970,3,31.2916666667,64.8
42.18,1970,3,31.3333333333,64.8
35.55,1970,3,31.375,64.8
31.32,1970,3,31.4166666667,64.8
28.44,1970,3,31.4583333333,64.8
23.19,1970,3,31.5,64.8
15.69,1970,3,31.5416666667,64.8
6.21,1970,3,31.5833333333,65.0
-5.94,1970,3,31.625,65.2
-20.79,1970,3,31.6666666667,65.2
-34.65,1970,3,31.7083333333,65.2
-47.52,1970,3,31.75,65.2
-58.14,1970,3,31.7916666667,65.2
-67.32,1970,3,31.8333333333,65.2
-74.07,1970,3,31.875,65.2
-78.57,1970,3,31.9166666667,65.2
-82.32,1970,3,31.9583333333,65.2
-84.06,1970,3,32.0,65.2
-84.93,1970,4,1.04166666667,65.2
-84.99,1970,4,1.08333333333,65.2
-83.76,1970,4,1.125,65.2
-81.78,1970,4,1.16666666667,65.2
-79.47,1970,4,1.20833333333,65.2
-77.43,1970,4,1.25,65.2
-75.27,1970,4,1.29166666667,65.2
-73.29,1970,4,1.33333333333,65.2
-71.49,1970,4,1.375,65.2
-69.24,1970,4,1.41666666667,65.2
-66.93,1970,4,1.45833333333,65.2
-65.25,1970,4,1.5,65.2
-63.33,1970,4,1.54166666667,65.2
-62.07,1970,4,1.58333333333,65.2
-60.51,1970,4,1.625,65.2
-59.28,1970,4,1.66666666667,65.2
-57.96,1970,4,1.70833333333,65.2
-56.73,1970,4,1.75,65.2
-55.53,1970,4,1.79166666667,65.2
-54.06,1970,4,1.83333333333,65.2
-52.62,1970,4,1.875,65.2
-51.36,1970,4,1.91666666667,65.2
-49.92,1970,4,1.95833333333,65.2
-47.67,1970,4,2.0,65.2
-47.22,1970,4,2.04166666667,65.2
-45.84,1970,4,2.08333333333,65.2
-44.46,1970,4,2.125,65.2
-43.14,1970,4,2.16666666667,65.2
-41.88,1970,4,2.20833333333,65.2
-40.68,1970,4,2.25,65.2
-38.73,1970,4,2.29166666667,65.2
-35.82,1970,4,2.33333333333,65.5
-33.45,1970,4,2.375,66.0
-31.11,1970,4,2.41666666667,66.0
-28.74,1970,4,2.45833333333,66.0
-26.19,1970,4,2.5,66.0
-24.87,1970,4,2.54166666667,66.0
-23.7,1970,4,2.58333333333,66.0
-22.32,1970,4,2.625,66.0
-20.58,1970,4,2.66666666667,66.0
-18.87,1970,4,2.70833333333,66.0
-17.22,1970,4,2.75,66.0
-15.51,1970,4,2.79166666667,66.0
-13.5,1970,4,2.83333333333,66.0
-12.99,1970,4,2.875,66.0
-12.3,1970,4,2.91666666667,66.0
-11.76,1970,4,2.95833333333,66.0
-10.98,1970,4,3.0,66.0
-10.86,1970,4,3.04166666667,66.0
-10.38,1970,4,3.08333333333,66.0
-10.02,1970,4,3.125,66.0
-9.63,1970,4,3.16666666667,66.0
-9.18,1970,4,3.20833333333,66.0
-8.73,1970,4,3.25,66.0
-8.19,1970,4,3.29166666667,66.0
-7.68,1970,4,3.33333333333,66.0
-7.26,1970,4,3.375,66.0
-6.81,1970,4,3.41666666667,66.0
-6.57,1970,4,3.45833333333,66.0
-6.39,1970,4,3.5,66.0
-6.15,1970,4,3.54166666667,66.0
-5.79,1970,4,3.58333333333,66.0
-5.37,1970,4,3.625,66.0
-5.1,1970,4,3.66666666667,66.0
-4.83,1970,4,3.70833333333,66.0
-4.59,1970,4,3.75,66.0
-4.38,1970,4,3.79166666667,66.0
-4.17,1970,4,3.83333333333,66.0
-3.99,1970,4,3.875,66.0
-3.81,1970,4,3.91666666667,66.0
-3.63,1970,4,3.95833333333,66.0
-3.27,1970,4,4.0,66.0
-3.33,1970,4,4.04166666667,66.0
-3.18,1970,4,4.08333333333,66.0
-3.06,1970,4,4.125,66.0
-3.0,1970,4,4.16666666667,66.0
-2.88,1970,4,4.20833333333,66.0
-2.82,1970,4,4.25,66.0
-2.76,1970,4,4.29166666667,66.0
-2.7,1970,4,4.33333333333,66.0
-2.67,1970,4,4.375,66.0
-2.64,1970,4,4.41666666667,66.0
-2.55,1970,4,4.45833333333,66.0
-2.52,1970,4,4.5,66.0
-2.49,1970,4,4.54166666667,66.0
-2.46,1970,4,4.58333333333,66.0
-2.43,1970,4,4.625,66.0
-2.46,1970,4,4.66666666667,66.0
-2.4,1970,4,4.70833333333,66.0
-2.37,1970,4,4.75,66.0
-2.34,1970,4,4.79166666667,66.0
-2.28,1970,4,4.83333333333,66.0
-2.22,1970,4,4.875,66.0
-2.13,1970,4,4.91666666667,66.0
-2.04,1970,4,4.95833333333,66.0
-1.89,1970,4,5.0,66.0
-1.77,1970,4,5.04166666667,66.0
-1.74,1970,4,5.08333333333,66.0
-1.68,1970,4,5.125,66.0
-1.59,1970,4,5.16666666667,66.0
-1.53,1970,4,5.20833333333,66.0
-1.44,1970,4,5.25,66.0
-1.35,1970,4,5.29166666667,66.0
-1.26,1970,4,5.33333333333,66.0
-1.17,1970,4,5.375,66.0
-0.18,1970,4,5.41666666667,66.0
-0.03,1970,4,5.45833333333,66.0
0.18,1970,4,5.5,66.0
0.42,1970,4,5.54166666667,66.0
0.39,1970,4,5.58333333333,66.0
0.6,1970,4,5.625,66.4
0.54,1970,4,5.66666666667,66.4
0.81,1970,4,5.70833333333,66.4
0.78,1970,4,5.75,66.4
1.2,1970,4,5.79166666667,66.4
1.59,1970,4,5.83333333333,66.4
1.68,1970,4,5.875,66.4
1.74,1970,4,5.91666666667,66.4
1.77,1970,4,5.95833333333,66.4
1.83,1970,4,6.0,66.4
1.95,1970,4,6.04166666667,66.4
2.07,1970,4,6.08333333333,66.4
2.19,1970,4,6.125,66.4
2.28,1970,4,6.16666666667,66.4
2.07,1970,4,6.20833333333,66.4
2.4,1970,4,6.25,66.4
2.43,1970,4,6.29166666667,66.4
2.46,1970,4,6.33333333333,66.4
2.49,1970,4,6.375,66.4
2.52,1970,4,6.41666666667,66.4
2.55,1970,4,6.45833333333,66.8
2.58,1970,4,6.5,66.8
2.58,1970,4,6.54166666667,66.8
2.64,1970,4,6.58333333333,66.8
2.64,1970,4,6.625,66.8
2.67,1970,4,6.66666666667,66.8
2.73,1970,4,6.70833333333,66.8
2.73,1970,4,6.75,66.8
2.76,1970,4,6.79166666667,66.8
2.73,1970,4,6.83333333333,66.8
2.7,1970,4,6.875,66.8
2.7,1970,4,6.91666666667,66.8
2.7,1970,4,6.95833333333,66.8
2.73,1970,4,7.0,66.8
2.67,1970,4,7.04166666667,66.8
2.61,1970,4,7.08333333333,66.8
2.55,1970,4,7.125,66.8
2.49,1970,4,7.16666666667,66.8
2.43,1970,4,7.20833333333,66.8
2.37,1970,4,7.25,66.8
2.28,1970,4,7.29166666667,66.8
2.22,1970,4,7.33333333333,66.8
2.16,1970,4,7.375,66.8
2.07,1970,4,7.41666666667,66.8
1.98,1970,4,7.45833333333,66.8
1.89,1970,4,7.5,66.8
1.77,1970,4,7.54166666667,66.8
1.68,1970,4,7.58333333333,66.8
1.59,1970,4,7.625,66.8
1.5,1970,4,7.66666666667,66.8
1.38,1970,4,7.70833333333,66.8
1.26,1970,4,7.75,66.8
1.17,1970,4,7.79166666667,66.8
1.05,1970,4,7.83333333333,66.8
0.93,1970,4,7.875,66.8
0.84,1970,4,7.91666666667,66.8
0.78,1970,4,7.95833333333,66.8
0.78,1970,4,8.0,66.8
0.63,1970,4,8.04166666667,66.8
0.54,1970,4,8.08333333333,66.8
0.48,1970,4,8.125,66.8
0.45,1970,4,8.16666666667,66.8
0.36,1970,4,8.20833333333,66.8
0.33,1970,4,8.25,66.8
0.3,1970,4,8.29166666667,66.8
0.27,1970,4,8.33333333333,66.8
0.24,1970,4,8.375,66.8
0.21,1970,4,8.41666666667,66.8
0.21,1970,4,8.45833333333,66.8
0.18,1970,4,8.5,66.8
0.15,1970,4,8.54166666667,66.8
0.12,1970,4,8.58333333333,66.8
0.09,1970,4,8.625,66.8
0.06,1970,4,8.66666666667,66.8
0.03,1970,4,8.70833333333,66.8
0.27,1970,4,8.75,66.8
-0.03,1970,4,8.79166666667,66.8
-0.03,1970,4,8.83333333333,66.8
-0.06,1970,4,8.875,66.8
0.0,1970,4,8.91666666667,66.8
0.03,1970,4,8.95833333333,66.8
0.09,1970,4,9.0,66.8
-0.12,1970,4,9.04166666667,66.8
-0.12,1970,4,9.08333333333,66.8
-0.12,1970,4,9.125,66.8
-0.09,1970,4,9.16666666667,66.8
-0.09,1970,4,9.20833333333,66.8
-0.09,1970,4,9.25,66.8
-0.03,1970,4,9.29166666667,66.8
-0.03,1970,4,9.33333333333,66.8
0.03,1970,4,9.375,66.8
0.06,1970,4,9.41666666667,66.8
0.06,1970,4,9.45833333333,66.8
0.12,1970,4,9.5,66.8
0.15,1970,4,9.54166666667,66.8
0.18,1970,4,9.58333333333,66.8
0.21,1970,4,9.625,66.8
0.27,1970,4,9.66666666667,66.8
0.27,1970,4,9.70833333333,66.8
0.3,1970,4,9.75,66.8
0.36,1970,4,9.79166666667,66.8
0.39,1970,4,9.83333333333,66.8
0.45,1970,4,9.875,66.8
0.48,1970,4,9.91666666667,66.8
0.54,1970,4,9.95833333333,66.8
0.6,1970,4,10.0,66.8
0.42,1970,4,10.0416666667,66.8
0.45,1970,4,10.0833333333,66.8
0.51,1970,4,10.125,66.8
0.51,1970,4,10.1666666667,66.8
0.57,1970,4,10.2083333333,66.8
0.57,1970,4,10.25,66.8
0.63,1970,4,10.2916666667,66.8
0.63,1970,4,10.3333333333,66.8
0.69,1970,4,10.375,66.8
0.72,1970,4,10.4166666667,66.8
0.75,1970,4,10.4583333333,66.8
0.78,1970,4,10.5,66.8
0.81,1970,4,10.5416666667,66.8
0.84,1970,4,10.5833333333,66.8
0.87,1970,4,10.625,66.8
0.93,1970,4,10.6666666667,66.8
0.93,1970,4,10.7083333333,66.8
0.99,1970,4,10.75,66.8
1.02,1970,4,10.7916666667,66.8
1.08,1970,4,10.8333333333,66.8
1.11,1970,4,10.875,66.8
1.17,1970,4,10.9166666667,66.8
1.23,1970,4,10.9583333333,66.8
1.26,1970,4,11.0,66.8
1.23,1970,4,11.0416666667,66.8
1.2,1970,4,11.0833333333,66.8
1.2,1970,4,11.125,66.8
1.32,1970,4,11.1666666667,66.8
1.41,1970,4,11.2083333333,66.8
1.53,1970,4,11.25,66.8
1.41,1970,4,11.2916666667,66.8
1.59,1970,4,11.3333333333,66.8
1.62,1970,4,11.375,66.8
1.65,1970,4,11.4166666667,66.8
1.65,1970,4,11.4583333333,66.8
1.68,1970,4,11.5,66.8
1.68,1970,4,11.5416666667,66.8
1.68,1970,4,11.5833333333,66.8
1.71,1970,4,11.625,66.8
1.71,1970,4,11.6666666667,66.8
1.74,1970,4,11.7083333333,66.8
1.74,1970,4,11.75,66.8
1.74,1970,4,11.7916666667,66.8
1.74,1970,4,11.8333333333,66.8
1.74,1970,4,11.875,66.8
1.8,1970,4,11.9166666667,66.8
1.83,1970,4,11.9583333333,66.8
1.86,1970,4,12.0,66.8
2.1,1970,4,12.0416666667,66.9
2.31,1970,4,12.0833333333,67.06
2.55,1970,4,12.125,67.22
2.85,1970,4,12.1666666667,67.34
3.03,1970,4,12.2083333333,67.47
3.21,1970,4,12.25,67.58
3.48,1970,4,12.2916666667,67.6
3.78,1970,4,12.3333333333,67.6
3.96,1970,4,12.375,67.6
4.14,1970,4,12.4166666667,67.6
4.26,1970,4,12.4583333333,67.6
4.38,1970,4,12.5,67.6
4.56,1970,4,12.5416666667,67.6
4.68,1970,4,12.5833333333,67.6
4.8,1970,4,12.625,67.6
4.92,1970,4,12.6666666667,67.6
5.07,1970,4,12.7083333333,67.6
5.1,1970,4,12.75,67.6
5.13,1970,4,12.7916666667,67.6
5.16,1970,4,12.8333333333,67.6
5.22,1970,4,12.875,67.6
5.25,1970,4,12.9166666667,67.6
5.28,1970,4,12.9583333333,67.6
5.31,1970,4,13.0,67.6
5.4,1970,4,13.0416666667,67.6
5.46,1970,4,13.0833333333,67.6
5.52,1970,4,13.125,67.6
5.58,1970,4,13.1666666667,67.6
5.67,1970,4,13.2083333333,67.6
5.73,1970,4,13.25,67.6
5.79,1970,4,13.2916666667,67.6
5.82,1970,4,13.3333333333,67.6
5.82,1970,4,13.375,67.6
5.85,1970,4,13.4166666667,67.6
5.88,1970,4,13.4583333333,67.6
5.88,1970,4,13.5,67.6
5.88,1970,4,13.5416666667,67.6
5.91,1970,4,13.5833333333,67.6
5.91,1970,4,13.625,67.6
5.91,1970,4,13.6666666667,67.6
5.94,1970,4,13.7083333333,67.6
5.97,1970,4,13.75,67.6
5.67,1970,4,13.7916666667,67.6
5.61,1970,4,13.8333333333,67.6
5.52,1970,4,13.875,67.6
5.46,1970,4,13.9166666667,67.6
5.4,1970,4,13.9583333333,67.6
5.43,1970,4,14.0,67.6
5.34,1970,4,14.0416666667,67.6
5.25,1970,4,14.0833333333,67.6
5.19,1970,4,14.125,67.6
5.16,1970,4,14.1666666667,67.6
5.1,1970,4,14.2083333333,67.6
5.07,1970,4,14.25,67.6
5.04,1970,4,14.2916666667,67.6
5.01,1970,4,14.3333333333,67.6
4.98,1970,4,14.375,67.6
4.92,1970,4,14.4166666667,67.6
4.86,1970,4,14.4583333333,67.6
4.8,1970,4,14.5,67.6
4.74,1970,4,14.5416666667,67.6
4.65,1970,4,14.5833333333,67.6
4.56,1970,4,14.625,67.6
4.47,1970,4,14.6666666667,67.6
4.35,1970,4,14.7083333333,67.6
4.26,1970,4,14.75,67.6
4.17,1970,4,14.7916666667,67.6
4.08,1970,4,14.8333333333,67.6
4.02,1970,4,14.875,67.6
3.93,1970,4,14.9166666667,67.6
3.93,1970,4,14.9583333333,67.6
3.96,1970,4,15.0,67.6
3.69,1970,4,15.0416666667,67.6
3.63,1970,4,15.0833333333,67.6
3.57,1970,4,15.125,67.6
