delta_e,year,month,day,precip
3.33,1970,6,4.08333333333,116.4
3.51,1970,6,4.125,116.4
3.63,1970,6,4.16666666667,116.4
3.81,1970,6,4.20833333333,116.4
4.14,1970,6,4.25,116.4
4.32,1970,6,4.29166666667,116.66
4.83,1970,6,4.33333333333,117.29
5.82,1970,6,4.375,118.48
9.57,1970,6,4.41666666667,120.84
31.11,1970,6,4.45833333333,122.75
48.39,1970,6,4.5,124.36
49.47,1970,6,4.54166666667,124.4
61.38,1970,6,4.58333333333,124.4
79.32,1970,6,4.625,124.4
88.02,1970,6,4.66666666667,124.4
87.81,1970,6,4.70833333333,124.4
81.75,1970,6,4.75,124.4
73.23,1970,6,4.79166666667,124.4
65.91,1970,6,4.83333333333,124.4
62.64,1970,6,4.875,124.4
61.14,1970,6,4.91666666667,124.4
58.23,1970,6,4.95833333333,124.4
52.41,1970,6,5.0,124.4
43.02,1970,6,5.04166666667,124.4
30.93,1970,6,5.08333333333,124.4
18.18,1970,6,5.125,124.4
5.73,1970,6,5.16666666667,124.4
-5.43,1970,6,5.20833333333,124.4
-14.07,1970,6,5.25,124.4
-20.88,1970,6,5.29166666667,124.4
-25.71,1970,6,5.33333333333,124.4
-30.6,1970,6,5.375,124.4
-33.51,1970,6,5.41666666667,124.4
-36.54,1970,6,5.45833333333,124.4
-39.63,1970,6,5.5,124.4
-40.83,1970,6,5.54166666667,124.4
-42.3,1970,6,5.58333333333,124.4
-43.92,1970,6,5.625,124.4
-44.76,1970,6,5.66666666667,124.4
-44.76,1970,6,5.70833333333,124.4
-44.97,1970,6,5.75,124.4
-44.85,1970,6,5.79166666667,124.4
-44.49,1970,6,5.83333333333,124.4
-44.13,1970,6,5.875,124.4
-43.53,1970,6,5.91666666667,124.4
-43.38,1970,6,5.95833333333,124.4
-42.78,1970,6,6.0,124.4
-42.33,1970,6,6.04166666667,124.4
-41.82,1970,6,6.08333333333,124.4
-41.49,1970,6,6.125,124.4
-41.01,1970,6,6.16666666667,124.4
-40.53,1970,6,6.20833333333,124.4
-39.3,1970,6,6.25,124.4
-37.68,1970,6,6.29166666667,124.4
-36.06,1970,6,6.33333333333,124.4
-34.56,1970,6,6.375,124.4
-33.18,1970,6,6.41666666667,124.4
-31.8,1970,6,6.45833333333,124.4
-30.6,1970,6,6.5,124.4
-29.46,1970,6,6.54166666667,124.4
-28.35,1970,6,6.58333333333,124.4
-27.39,1970,6,6.625,124.4
-26.52,1970,6,6.66666666667,124.4
-25.77,1970,6,6.70833333333,124.4
-24.9,1970,6,6.75,124.4
-24.12,1970,6,6.79166666667,124.4
-23.34,1970,6,6.83333333333,124.4
-22.5,1970,6,6.875,124.4
-21.84,1970,6,6.91666666667,124.4
-21.06,1970,6,6.95833333333,124.4
-20.22,1970,6,7.0,124.4
-19.56,1970,6,7.04166666667,124.4
-18.81,1970,6,7.08333333333,124.4
-18.09,1970,6,7.125,124.4
-17.34,1970,6,7.16666666667,124.4
-16.62,1970,6,7.20833333333,124.4
-15.93,1970,6,7.25,124.4
-15.27,1970,6,7.29166666667,124.4
-14.64,1970,6,7.33333333333,124.4
-14.01,1970,6,7.375,124.4
-13.47,1970,6,7.41666666667,124.4
-12.93,1970,6,7.45833333333,124.4
-12.45,1970,6,7.5,124.4
-12.06,1970,6,7.54166666667,124.4
-11.67,1970,6,7.58333333333,124.4
-11.34,1970,6,7.625,124.4
-10.98,1970,6,7.66666666667,124.4
-10.68,1970,6,7.70833333333,124.4
-10.38,1970,6,7.75,124.4
-10.08,1970,6,7.79166666667,124.4
-9.78,1970,6,7.83333333333,124.4
-9.51,1970,6,7.875,124.4
-9.21,1970,6,7.91666666667,124.4
-8.88,1970,6,7.95833333333,124.4
-8.49,1970,6,8.0,124.4
-8.37,1970,6,8.04166666667,124.4
-8.01,1970,6,8.08333333333,124.4
-7.71,1970,6,8.125,124.4
-7.41,1970,6,8.16666666667,124.4
-7.14,1970,6,8.20833333333,124.4
-6.75,1970,6,8.25,124.4
-6.36,1970,6,8.29166666667,124.4
-6.0,1970,6,8.33333333333,124.4
-5.91,1970,6,8.375,124.4
-5.7,1970,6,8.41666666667,124.4
-5.49,1970,6,8.45833333333,124.4
-5.28,1970,6,8.5,124.4
-5.07,1970,6,8.54166666667,124.4
-4.95,1970,6,8.58333333333,124.4
-4.86,1970,6,8.625,124.4
-4.83,1970,6,8.66666666667,124.4
-4.77,1970,6,8.70833333333,124.4
-4.71,1970,6,8.75,124.4
-4.68,1970,6,8.79166666667,124.4
-4.59,1970,6,8.83333333333,124.4
-4.53,1970,6,8.875,124.4
-4.44,1970,6,8.91666666667,124.4
-4.26,1970,6,8.95833333333,124.4
-4.11,1970,6,9.0,124.4
-4.17,1970,6,9.04166666667,124.4
-4.02,1970,6,9.08333333333,124.4
-3.84,1970,6,9.125,124.4
-3.72,1970,6,9.16666666667,124.4
-3.57,1970,6,9.20833333333,124.4
-3.48,1970,6,9.25,124.4
-3.33,1970,6,9.29166666667,124.4
-3.21,1970,6,9.33333333333,124.4
-3.09,1970,6,9.375,124.4
-3.0,1970,6,9.41666666667,124.4
-2.88,1970,6,9.45833333333,124.4
-2.79,1970,6,9.5,124.4
-2.67,1970,6,9.54166666667,124.4
-2.58,1970,6,9.58333333333,124.4
-2.7,1970,6,9.625,124.4
-2.76,1970,6,9.66666666667,124.4
-2.79,1970,6,9.70833333333,124.4
-2.85,1970,6,9.75,124.4
-2.91,1970,6,9.79166666667,124.4
-2.91,1970,6,9.83333333333,124.4
-2.91,1970,6,9.875,124.4
-2.94,1970,6,9.91666666667,124.4
-2.91,1970,6,9.95833333333,124.4
-2.82,1970,6,10.0,124.4
-2.82,1970,6,10.0416666667,124.4
-2.79,1970,6,10.0833333333,124.4
-2.4,1970,6,10.125,124.4
-2.07,1970,6,10.1666666667,124.4
-1.47,1970,6,10.2083333333,124.4
-1.35,1970,6,10.25,124.4
-1.26,1970,6,10.2916666667,124.4
-1.2,1970,6,10.3333333333,124.4
-1.14,1970,6,10.375,124.4
-1.08,1970,6,10.4166666667,124.4
-1.02,1970,6,10.4583333333,124.4
-1.2,1970,6,10.5,124.4
-1.23,1970,6,10.5416666667,124.4
-1.26,1970,6,10.5833333333,124.4
-1.32,1970,6,10.625,124.4
-1.41,1970,6,10.6666666667,124.4
-1.47,1970,6,10.7083333333,124.4
-1.53,1970,6,10.75,124.4
-1.62,1970,6,10.7916666667,124.4
-1.71,1970,6,10.8333333333,124.4
-1.74,1970,6,10.875,124.4
-1.74,1970,6,10.9166666667,124.4
-1.71,1970,6,10.9583333333,124.4
-1.68,1970,6,11.0,124.4
-1.8,1970,6,11.0416666667,124.4
-1.68,1970,6,11.0833333333,124.4
-1.62,1970,6,11.125,124.4
-1.53,1970,6,11.1666666667,124.4
-1.44,1970,6,11.2083333333,124.4
-1.35,1970,6,11.25,124.4
-1.26,1970,6,11.2916666667,124.4
-1.2,1970,6,11.3333333333,124.4
-1.17,1970,6,11.375,124.4
-1.2,1970,6,11.4166666667,124.4
-1.17,1970,6,11.4583333333,124.4
-1.2,1970,6,11.5,124.4
-1.23,1970,6,11.5416666667,124.4
-1.29,1970,6,11.5833333333,124.4
-1.32,1970,6,11.625,124.4
-1.41,1970,6,11.6666666667,124.4
-1.47,1970,6,11.7083333333,124.4
-1.53,1970,6,11.75,124.4
-1.56,1970,6,11.7916666667,124.4
-1.62,1970,6,11.8333333333,124.4
-1.65,1970,6,11.875,124.4
-1.71,1970,6,11.9166666667,124.4
-1.71,1970,6,11.9583333333,124.4
-1.65,1970,6,12.0,124.4
-1.62,1970,6,12.0416666667,124.4
-1.56,1970,6,12.0833333333,124.4
-1.5,1970,6,12.125,124.4
-1.41,1970,6,12.1666666667,124.4
-1.38,1970,6,12.2083333333,124.4
-1.32,1970,6,12.25,124.4
-1.26,1970,6,12.2916666667,124.4
-1.23,1970,6,12.3333333333,124.4
-1.23,1970,6,12.375,124.4
-1.26,1970,6,12.4166666667,124.4
-1.26,1970,6,12.4583333333,124.4
-1.29,1970,6,12.5,124.4
-1.32,1970,6,12.5416666667,124.4
-1.35,1970,6,12.5833333333,124.4
-1.44,1970,6,12.625,124.4
-1.53,1970,6,12.6666666667,124.4
-1.62,1970,6,12.7083333333,124.4
-1.74,1970,6,12.75,124.4
-1.8,1970,6,12.7916666667,124.4
-1.89,1970,6,12.8333333333,124.4
-1.95,1970,6,12.875,124.4
-2.04,1970,6,12.9166666667,124.4
-2.01,1970,6,12.9583333333,124.4
-1.95,1970,6,13.0,124.4
-2.04,1970,6,13.0416666667,124.4
-1.98,1970,6,13.0833333333,124.4
-1.92,1970,6,13.125,124.4
-1.86,1970,6,13.1666666667,124.4
-1.8,1970,6,13.2083333333,124.4
-1.74,1970,6,13.25,124.4
-1.65,1970,6,13.2916666667,124.4
-1.56,1970,6,13.3333333333,124.4
-1.5,1970,6,13.375,124.4
-1.62,1970,6,13.4166666667,124.4
-1.62,1970,6,13.4583333333,124.4
-1.65,1970,6,13.5,124.4
-1.65,1970,6,13.5416666667,124.4
-1.68,1970,6,13.5833333333,124.4
-1.74,1970,6,13.625,124.4
-1.8,1970,6,13.6666666667,124.4
-1.83,1970,6,13.7083333333,124.4
-1.2,1970,6,13.75,124.98
-0.39,1970,6,13.7916666667,125.6
-0.24,1970,6,13.8333333333,125.6
-0.15,1970,6,13.875,125.6
0.27,1970,6,13.9166666667,125.6
0.72,1970,6,13.9583333333,125.6
1.11,1970,6,14.0,125.6
1.38,1970,6,14.0416666667,125.6
1.59,1970,6,14.0833333333,125.6
1.83,1970,6,14.125,125.6
2.04,1970,6,14.1666666667,125.6
2.22,1970,6,14.2083333333,125.6
2.31,1970,6,14.25,125.6
2.37,1970,6,14.2916666667,125.6
2.46,1970,6,14.3333333333,125.6
2.4,1970,6,14.375,125.6
2.58,1970,6,14.4166666667,125.6
2.43,1970,6,14.4583333333,125.6
2.46,1970,6,14.5,125.6
2.46,1970,6,14.5416666667,125.6
2.46,1970,6,14.5833333333,125.6
2.46,1970,6,14.625,125.6
2.46,1970,6,14.6666666667,125.6
2.46,1970,6,14.7083333333,125.6
2.49,1970,6,14.75,125.6
2.49,1970,6,14.7916666667,125.6
2.49,1970,6,14.8333333333,125.6
2.46,1970,6,14.875,125.6
2.46,1970,6,14.9166666667,125.6
2.43,1970,6,14.9583333333,125.6
2.43,1970,6,15.0,125.6
2.34,1970,6,15.0416666667,125.6
2.28,1970,6,15.0833333333,125.6
2.25,1970,6,15.125,125.6
2.25,1970,6,15.1666666667,125.6
2.22,1970,6,15.2083333333,125.6
2.19,1970,6,15.25,125.6
2.16,1970,6,15.2916666667,125.6
2.13,1970,6,15.3333333333,125.6
2.07,1970,6,15.375,125.6
2.04,1970,6,15.4166666667,125.6
2.01,1970,6,15.4583333333,125.6
1.95,1970,6,15.5,125.6
1.89,1970,6,15.5416666667,125.6
1.77,1970,6,15.5833333333,125.6
1.68,1970,6,15.625,125.6
1.59,1970,6,15.6666666667,125.6
1.5,1970,6,15.7083333333,125.6
1.41,1970,6,15.75,125.6
1.32,1970,6,15.7916666667,125.6
1.23,1970,6,15.8333333333,125.6
1.2,1970,6,15.875,125.6
1.17,1970,6,15.9166666667,125.6
1.14,1970,6,15.9583333333,125.6
1.11,1970,6,16.0,125.6
1.14,1970,6,16.0416666667,125.6
1.14,1970,6,16.0833333333,125.6
1.17,1970,6,16.125,125.6
1.17,1970,6,16.1666666667,125.6
1.2,1970,6,16.2083333333,125.6
1.17,1970,6,16.25,125.6
1.2,1970,6,16.2916666667,125.6
1.23,1970,6,16.3333333333,125.6
1.23,1970,6,16.375,125.6
1.26,1970,6,16.4166666667,125.6
1.26,1970,6,16.4583333333,125.6
1.29,1970,6,16.5,125.6
1.26,1970,6,16.5416666667,125.6
1.14,1970,6,16.5833333333,125.6
1.08,1970,6,16.625,125.6
0.99,1970,6,16.6666666667,125.6
0.9,1970,6,16.7083333333,125.6
0.81,1970,6,16.75,125.6
0.72,1970,6,16.7916666667,125.6
0.66,1970,6,16.8333333333,125.6
0.57,1970,6,16.875,125.6
0.57,1970,6,16.9166666667,125.6
0.6,1970,6,16.9583333333,125.6
0.63,1970,6,17.0,125.6
0.51,1970,6,17.0416666667,125.6
0.48,1970,6,17.0833333333,125.6
0.51,1970,6,17.125,125.6
0.54,1970,6,17.1666666667,125.6
0.54,1970,6,17.2083333333,125.6
0.57,1970,6,17.25,125.6
0.57,1970,6,17.2916666667,125.6
0.57,1970,6,17.3333333333,125.6
0.6,1970,6,17.375,125.6
0.6,1970,6,17.4166666667,125.6
0.63,1970,6,17.4583333333,125.6
0.63,1970,6,17.5,125.6
0.63,1970,6,17.5416666667,125.6
0.66,1970,6,17.5833333333,125.6
0.45,1970,6,17.625,125.6
0.33,1970,6,17.6666666667,125.6
0.24,1970,6,17.7083333333,125.6
0.15,1970,6,17.75,125.6
0.09,1970,6,17.7916666667,125.6
0.0,1970,6,17.8333333333,125.6
-0.03,1970,6,17.875,125.6
-0.06,1970,6,17.9166666667,125.6
-0.06,1970,6,17.9583333333,125.6
-0.12,1970,6,18.0,125.6
-0.09,1970,6,18.0416666667,125.6
-0.06,1970,6,18.0833333333,125.6
-0.06,1970,6,18.125,125.6
-0.06,1970,6,18.1666666667,125.6
-0.03,1970,6,18.2083333333,125.6
-0.03,1970,6,18.25,125.6
-0.03,1970,6,18.2916666667,125.6
0.0,1970,6,18.3333333333,125.6
0.0,1970,6,18.375,125.6
0.0,1970,6,18.4166666667,125.6
0.03,1970,6,18.4583333333,125.6
0.03,1970,6,18.5,125.6
0.06,1970,6,18.5416666667,125.6
-0.12,1970,6,18.5833333333,125.6
-0.18,1970,6,18.625,125.6
-0.27,1970,6,18.6666666667,125.6
-0.36,1970,6,18.7083333333,125.6
-0.42,1970,6,18.75,125.6
-0.45,1970,6,18.7916666667,125.6
-0.51,1970,6,18.8333333333,125.6
-0.54,1970,6,18.875,125.6
-0.54,1970,6,18.9166666667,125.6
-0.6,1970,6,18.9583333333,125.6
-0.6,1970,6,19.0,125.6
-0.6,1970,6,19.0416666667,125.6
-0.6,1970,6,19.0833333333,125.6
-0.57,1970,6,19.125,125.6
-0.6,1970,6,19.1666666667,125.6
-0.57,1970,6,19.2083333333,125.6
-0.57,1970,6,19.25,125.6
-0.57,1970,6,19.2916666667,125.6
-0.45,1970,6,19.3333333333,125.6
-0.48,1970,6,19.375,125.6
-0.45,1970,6,19.4166666667,125.6
-0.45,1970,6,19.4583333333,125.6
-0.48,1970,6,19.5,125.6
-0.45,1970,6,19.5416666667,125.6
-0.48,1970,6,19.5833333333,125.6
-0.51,1970,6,19.625,125.6
-0.51,1970,6,19.6666666667,125.6
-0.66,1970,6,19.7083333333,125.6
-0.72,1970,6,19.75,125.6
-0.78,1970,6,19.7916666667,125.6
-0.78,1970,6,19.8333333333,125.6
-0.78,1970,6,19.875,125.6
-0.81,1970,6,19.9166666667,125.6
-0.81,1970,6,19.9583333333,125.6
-0.81,1970,6,20.0,125.6
-0.9,1970,6,20.0416666667,125.6
-0.93,1970,6,20.0833333333,125.6
-0.93,1970,6,20.125,125.6
-0.93,1970,6,20.1666666667,125.6
-0.96,1970,6,20.2083333333,125.6
-0.93,1970,6,20.25,125.6
-0.93,1970,6,20.2916666667,125.6
-0.93,1970,6,20.3333333333,125.6
-0.93,1970,6,20.375,125.6
-0.93,1970,6,20.4166666667,125.6
-0.93,1970,6,20.4583333333,125.6
-1.02,1970,6,20.5,125.6
-1.02,1970,6,20.5416666667,125.6
-1.02,1970,6,20.5833333333,125.6
-1.05,1970,6,20.625,125.6
-1.14,1970,6,20.6666666667,125.6
-1.14,1970,6,20.7083333333,125.6
-1.14,1970,6,20.75,125.6
-1.14,1970,6,20.7916666667,125.6
-1.26,1970,6,20.8333333333,125.6
-1.23,1970,6,20.875,125.6
-1.26,1970,6,20.9166666667,125.6
-1.26,1970,6,20.9583333333,125.6
-1.26,1970,6,21.0,125.6
-1.32,1970,6,21.0416666667,125.6
-1.35,1970,6,21.0833333333,125.6
-1.32,1970,6,21.125,125.6
-1.35,1970,6,21.1666666667,125.6
-1.35,1970,6,21.2083333333,125.6
-1.32,1970,6,21.25,125.6
-1.41,1970,6,21.2916666667,125.6
-1.41,1970,6,21.3333333333,125.6
-1.41,1970,6,21.375,125.6
-1.41,1970,6,21.4166666667,125.6
-1.44,1970,6,21.4583333333,125.6
-1.47,1970,6,21.5,125.6
-1.5,1970,6,21.5416666667,125.6
-1.5,1970,6,21.5833333333,125.6
-1.59,1970,6,21.625,125.6
-1.59,1970,6,21.6666666667,125.6
-1.59,1970,6,21.7083333333,125.6
-1.59,1970,6,21.75,125.6
-1.59,1970,6,21.7916666667,125.6
-1.68,1970,6,21.8333333333,125.6
-1.65,1970,6,21.875,125.6
-1.68,1970,6,21.9166666667,125.6
-1.65,1970,6,21.9583333333,125.6
-1.68,1970,6,22.0,125.6
-1.65,1970,6,22.0416666667,125.6
-1.65,1970,6,22.0833333333,125.6
-1.65,1970,6,22.125,125.6
-1.65,1970,6,22.1666666667,125.6
-1.65,1970,6,22.2083333333,125.6
-1.62,1970,6,22.25,125.6
-1.65,1970,6,22.2916666667,125.6
-1.65,1970,6,22.3333333333,125.6
-1.62,1970,6,22.375,125.6
-1.29,1970,6,22.4166666667,125.92
8.13,1970,6,22.4583333333,130.15
9.93,1970,6,22.5,130.8
13.68,1970,6,22.5416666667,130.8
15.78,1970,6,22.5833333333,130.8
13.59,1970,6,22.625,130.8
10.05,1970,6,22.6666666667,130.8
5.28,1970,6,22.7083333333,130.8
1.53,1970,6,22.75,130.8
1.92,1970,6,22.7916666667,130.8
1.53,1970,6,22.8333333333,130.8
-1.5,1970,6,22.875,130.8
-5.19,1970,6,22.9166666667,130.8
-9.12,1970,6,22.9583333333,130.8
-11.91,1970,6,23.0,130.8
-14.55,1970,6,23.0416666667,130.8
-16.47,1970,6,23.0833333333,130.8
-17.82,1970,6,23.125,130.8
-18.75,1970,6,23.1666666667,130.8
-19.23,1970,6,23.2083333333,130.8
-19.32,1970,6,23.25,130.8
-18.72,1970,6,23.2916666667,130.8
-17.85,1970,6,23.3333333333,130.8
-17.13,1970,6,23.375,130.8
-16.44,1970,6,23.4166666667,130.8
-15.75,1970,6,23.4583333333,130.8
-15.03,1970,6,23.5,130.8
-14.28,1970,6,23.5416666667,130.8
-13.65,1970,6,23.5833333333,130.8
-13.32,1970,6,23.625,130.8
-12.78,1970,6,23.6666666667,130.8
-12.33,1970,6,23.7083333333,131.1
-12.0,1970,6,23.75,131.2
-11.58,1970,6,23.7916666667,131.2
-11.28,1970,6,23.8333333333,131.2
-10.92,1970,6,23.875,131.2
-10.53,1970,6,23.9166666667,131.2
-10.17,1970,6,23.9583333333,131.2
-9.78,1970,6,24.0,131.2
-9.42,1970,6,24.0416666667,131.2
-9.03,1970,6,24.0833333333,131.2
-8.64,1970,6,24.125,131.2
-8.25,1970,6,24.1666666667,131.2
-7.86,1970,6,24.2083333333,131.2
-7.47,1970,6,24.25,131.2
-7.11,1970,6,24.2916666667,131.2
-6.75,1970,6,24.3333333333,131.2
-6.42,1970,6,24.375,131.2
-6.12,1970,6,24.4166666667,131.2
-5.82,1970,6,24.4583333333,131.2
-5.55,1970,6,24.5,131.2
-5.34,1970,6,24.5416666667,131.2
-5.13,1970,6,24.5833333333,131.2
-4.86,1970,6,24.625,131.2
-4.62,1970,6,24.6666666667,131.2
-4.38,1970,6,24.7083333333,131.2
-4.02,1970,6,24.75,131.2
-3.18,1970,6,24.7916666667,131.2
-1.56,1970,6,24.8333333333,131.5
-1.05,1970,6,24.875,131.6
-0.63,1970,6,24.9166666667,131.6
0.18,1970,6,24.9583333333,131.6
0.63,1970,6,25.0,131.6
1.17,1970,6,25.0416666667,131.6
1.53,1970,6,25.0833333333,131.6
1.83,1970,6,25.125,131.6
2.16,1970,6,25.1666666667,131.6
2.4,1970,6,25.2083333333,131.6
2.61,1970,6,25.25,131.6
2.82,1970,6,25.2916666667,131.6
2.97,1970,6,25.3333333333,131.6
3.18,1970,6,25.375,131.6
3.33,1970,6,25.4166666667,131.6
3.87,1970,6,25.4583333333,131.6
4.2,1970,6,25.5,131.6
4.44,1970,6,25.5416666667,131.6
4.71,1970,6,25.5833333333,131.9
5.01,1970,6,25.625,132.0
5.28,1970,6,25.6666666667,132.0
5.52,1970,6,25.7083333333,132.0
5.73,1970,6,25.75,132.0
6.18,1970,6,25.7916666667,132.0
6.48,1970,6,25.8333333333,132.0
6.54,1970,6,25.875,132.0
6.63,1970,6,25.9166666667,132.0
6.42,1970,6,25.9583333333,132.0
6.15,1970,6,26.0,132.0
5.85,1970,6,26.0416666667,132.0
5.52,1970,6,26.0833333333,132.0
5.28,1970,6,26.125,132.0
5.04,1970,6,26.1666666667,132.0
4.89,1970,6,26.2083333333,132.0
4.77,1970,6,26.25,132.0
4.68,1970,6,26.2916666667,132.0
4.65,1970,6,26.3333333333,132.0
4.62,1970,6,26.375,132.0
4.59,1970,6,26.4166666667,132.0
4.53,1970,6,26.4583333333,132.0
4.53,1970,6,26.5,132.0
4.47,1970,6,26.5416666667,132.0
4.41,1970,6,26.5833333333,132.0
4.38,1970,6,26.625,132.0
4.29,1970,6,26.6666666667,132.0
4.23,1970,6,26.7083333333,132.0
4.14,1970,6,26.75,132.0
4.08,1970,6,26.7916666667,132.0
4.02,1970,6,26.8333333333,132.0
3.96,1970,6,26.875,132.0
3.93,1970,6,26.9166666667,132.0
3.93,1970,6,26.9583333333,132.0
3.96,1970,6,27.0,132.0
3.87,1970,6,27.0416666667,132.0
3.84,1970,6,27.0833333333,132.0
3.87,1970,6,27.125,132.04
3.84,1970,6,27.1666666667,132.12
3.84,1970,6,27.2083333333,132.2
3.84,1970,6,27.25,132.28
3.84,1970,6,27.2916666667,132.36
3.81,1970,6,27.3333333333,132.44
3.78,1970,6,27.375,132.52
3.75,1970,6,27.4166666667,132.6
3.78,1970,6,27.4583333333,132.68
3.9,1970,6,27.5,132.76
4.29,1970,6,27.5416666667,132.84
4.47,1970,6,27.5833333333,132.92
4.5,1970,6,27.625,133.0
4.59,1970,6,27.6666666667,133.08
4.71,1970,6,27.7083333333,133.16
5.19,1970,6,27.75,135.3
5.31,1970,6,27.7916666667,135.6
5.19,1970,6,27.8333333333,135.6
5.19,1970,6,27.875,135.6
5.19,1970,6,27.9166666667,135.6
5.16,1970,6,27.9583333333,135.6
4.95,1970,6,28.0,135.6
4.71,1970,6,28.0416666667,135.6
4.65,1970,6,28.0833333333,135.6
4.62,1970,6,28.125,135.6
4.68,1970,6,28.1666666667,135.6
